date,Kidnapping/Abduction,"Sex Offenses, Forcible",Robbery,Assault Offenses,Arson,Extortion/Blackmail,Burglary/Breaking & Entering,Larceny/Theft Offenses,Motor Vehicle Theft,Counterfeiting/Forgery,Fraud Offenses,Embezzlement,Stolen Property Offenses,Destruction/Damage/Vandalism of Property,Drug/Narcotic Offenses,"Sex Offenses, Nonforcible",Pornography/Obscene Material,Gambling Offenses,Prostitution Offenses,Bribery,Weapon Law Violations,Human Trafficking or Kidnapping/Abduction,Animal Cruelty,Homicide Offenses,Bad Checks,Curfew/Loitering/Vagrancy Violations,Disorderly Conduct,Driving Under the Influence,Drunkenness,"Family Offenses, Nonviolent",Liquor Law Violations,Peeping Tom,Runaway,Trespass of Real Property,All Other Offenses,Offense Count,week,month,year,mon_year,season,is_holiday,is_weekend,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations
2016-06-02,0,1,31,19,0,0,53,206,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,344,Thursday,6,2016,Jun-2016,Summer,0,0,77.0,68.2,73.2,77.0,68.2,73.2,70.6,91.7,1.969,100,62.5,rain,0.0,0.0,31.1,14.8,66.0,1011.5,67.5,7.7,118.9,10.3,4.0,06:21:08,20:18:14,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-03,0,2,30,29,0,0,59,212,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,Friday,6,2016,Jun-2016,Summer,0,0,84.0,68.5,74.9,87.3,68.5,75.5,69.3,83.9,0.55,100,45.83,rain,0.0,0.0,17.2,8.7,85.8,1011.2,60.4,8.9,181.7,15.7,6.0,06:20:58,20:18:44,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-04,0,2,30,39,0,0,35,177,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,Saturday,6,2016,Jun-2016,Summer,0,1,77.1,68.4,72.7,77.1,68.4,72.7,68.8,88.0,0.645,100,70.83,rain,0.0,0.0,19.5,13.3,331.8,1009.9,75.1,7.8,77.4,6.7,3.0,06:20:49,20:19:13,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-05,0,5,24,41,0,0,47,175,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,Sunday,6,2016,Jun-2016,Summer,0,1,83.6,69.9,75.5,87.1,69.9,76.3,68.3,79.2,0.06,100,33.33,rain,0.0,0.0,0.0,12.0,331.3,1009.0,79.9,9.9,286.9,24.6,9.0,06:20:42,20:19:42,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-06,0,4,26,28,0,0,57,233,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,386,Monday,6,2016,Jun-2016,Summer,0,0,90.9,73.2,79.6,92.3,73.2,80.8,69.1,73.3,0.0,0,0.0,none,0.0,0.0,0.0,6.9,326.1,1008.9,56.3,9.3,318.7,27.5,9.0,06:20:36,20:20:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-07,0,6,28,42,0,0,52,192,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,360,Tuesday,6,2016,Jun-2016,Summer,0,0,90.9,75.0,82.1,94.0,75.0,84.2,69.6,68.1,0.0,0,0.0,none,0.0,0.0,0.0,9.9,32.2,1010.8,35.9,9.9,305.2,26.3,9.0,06:20:31,20:20:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-08,0,0,28,28,0,0,51,170,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,Wednesday,6,2016,Jun-2016,Summer,0,0,91.0,75.1,83.5,94.1,75.1,85.2,67.4,60.6,0.0,0,0.0,none,0.0,0.0,16.1,11.9,40.5,1012.1,17.5,9.9,198.5,17.0,6.0,06:20:27,20:21:02,0.12,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-09,0,6,24,28,0,0,51,200,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347,Thursday,6,2016,Jun-2016,Summer,0,0,92.6,76.8,82.7,96.2,76.8,85.0,69.3,66.3,0.0,0,0.0,none,0.0,0.0,21.8,13.8,60.2,1012.8,17.7,9.7,259.8,22.6,8.0,06:20:25,20:21:27,0.15,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-10,0,2,31,41,0,0,48,197,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,363,Friday,6,2016,Jun-2016,Summer,0,0,92.7,75.2,83.1,100.4,75.2,87.1,72.1,71.2,0.0,0,0.0,none,0.0,0.0,17.2,12.6,81.5,1013.2,32.3,9.7,304.3,26.2,9.0,06:20:25,20:21:51,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-11,0,4,36,53,0,0,40,197,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,379,Saturday,6,2016,Jun-2016,Summer,0,1,93.0,77.1,84.9,100.8,77.1,90.7,74.2,72.3,0.002,100,8.33,rain,0.0,0.0,20.8,13.6,100.3,1015.4,43.2,9.9,294.9,25.4,9.0,06:20:25,20:22:14,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-12,0,6,38,44,0,0,38,113,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,289,Sunday,6,2016,Jun-2016,Summer,0,1,89.0,73.6,80.5,100.1,73.6,86.2,76.0,86.6,0.897,100,33.33,rain,0.0,0.0,29.7,9.9,88.7,1016.6,55.2,8.4,125.7,10.8,5.0,06:20:27,20:22:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-13,0,3,20,34,0,0,57,186,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,337,Monday,6,2016,Jun-2016,Summer,0,0,93.0,77.0,84.7,102.9,77.0,91.0,75.8,76.9,0.001,100,4.17,rain,0.0,0.0,19.7,9.5,122.8,1013.6,46.6,8.7,210.7,18.3,7.0,06:20:30,20:22:58,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-14,0,5,27,38,0,0,48,197,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,352,Tuesday,6,2016,Jun-2016,Summer,0,0,93.1,77.2,85.4,103.0,77.2,91.7,74.3,71.2,0.0,0,0.0,none,0.0,0.0,21.9,13.4,124.7,1011.4,25.2,8.6,200.4,17.2,7.0,06:20:35,20:23:18,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-15,0,3,18,33,0,0,40,187,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,Wednesday,6,2016,Jun-2016,Summer,0,0,95.0,78.9,86.5,101.6,78.9,92.6,73.6,68.4,0.0,0,0.0,none,0.0,0.0,21.4,11.9,122.2,1013.5,26.2,8.2,294.4,25.3,9.0,06:20:41,20:23:37,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-16,0,5,27,37,0,0,64,207,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,389,Thursday,6,2016,Jun-2016,Summer,0,0,96.5,77.2,86.5,103.2,77.2,93.3,74.4,70.2,0.0,0,0.0,none,0.0,0.0,20.8,14.0,108.3,1014.3,75.9,8.8,324.2,28.1,9.0,06:20:48,20:23:55,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-17,0,3,28,41,0,0,63,182,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,355,Friday,6,2016,Jun-2016,Summer,0,0,96.1,78.8,86.5,104.8,78.8,93.3,73.8,68.3,0.0,0,0.0,none,0.0,0.0,18.3,14.3,119.4,1013.4,90.0,9.9,327.8,28.5,10.0,06:20:56,20:24:12,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-18,0,4,23,37,0,0,48,172,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,Saturday,6,2016,Jun-2016,Summer,0,1,96.4,73.8,84.0,105.1,73.8,89.3,72.6,70.7,0.209,100,25.0,rain,0.0,0.0,31.1,14.3,126.8,1014.6,83.2,9.7,203.0,17.5,6.0,06:21:06,20:24:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-19,0,4,25,50,0,0,40,141,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,297,Sunday,6,2016,Jun-2016,Summer,0,1,94.0,73.6,82.6,99.0,73.6,86.2,70.9,69.3,0.044,100,29.17,rain,0.0,0.0,21.9,10.6,57.5,1017.9,28.6,9.9,200.8,17.2,6.0,06:21:17,20:24:43,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-20,0,4,30,32,0,0,72,200,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,372,Monday,6,2016,Jun-2016,Summer,0,0,92.7,78.5,84.5,98.0,78.5,89.5,72.2,68.0,0.01,100,12.5,rain,0.0,0.0,19.7,9.7,65.5,1020.5,25.1,9.8,331.5,28.6,10.0,06:21:29,20:24:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-21,0,4,23,39,0,0,51,247,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,Tuesday,6,2016,Jun-2016,Summer,0,0,92.3,78.5,83.3,100.1,78.5,89.0,73.7,73.5,0.154,100,8.33,rain,0.0,0.0,26.4,7.7,72.0,1018.9,25.5,9.8,313.8,27.3,9.0,06:21:42,20:25:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-22,0,3,29,26,0,0,49,240,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,391,Wednesday,6,2016,Jun-2016,Summer,0,0,92.8,77.1,84.2,100.8,77.1,89.2,73.1,70.7,0.038,100,8.33,rain,0.0,0.0,21.9,13.5,106.0,1016.7,30.9,9.6,329.7,28.6,10.0,06:21:56,20:25:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-23,0,4,24,30,0,0,48,193,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,339,Thursday,6,2016,Jun-2016,Summer,0,0,93.0,75.2,84.5,99.2,75.2,87.9,70.6,64.9,0.0,0,0.0,none,0.0,0.0,22.0,16.6,106.9,1016.7,20.7,9.9,332.0,28.5,10.0,06:22:11,20:25:29,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-24,0,3,18,29,0,0,59,211,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,359,Friday,6,2016,Jun-2016,Summer,0,0,94.5,76.7,84.1,98.4,76.7,88.8,72.0,68.2,0.004,100,8.33,rain,0.0,0.0,18.3,12.9,95.9,1016.5,18.5,9.9,263.3,22.8,8.0,06:22:28,20:25:38,0.65,Rain,Clear conditions throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-25,0,4,26,59,0,0,49,194,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,366,Saturday,6,2016,Jun-2016,Summer,0,1,91.5,78.7,84.3,100.6,78.7,91.1,74.2,72.6,0.101,100,20.83,rain,0.0,0.0,23.0,14.0,96.7,1016.6,35.0,9.6,188.8,16.2,6.0,06:22:45,20:25:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-26,0,1,17,23,0,0,45,153,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,285,Sunday,6,2016,Jun-2016,Summer,0,1,92.9,80.2,85.6,102.1,85.5,92.6,73.8,69.1,0.012,100,8.33,rain,0.0,0.0,0.0,9.8,87.8,1017.7,20.9,9.9,308.2,26.4,9.0,06:23:03,20:25:51,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-27,0,5,23,30,0,0,53,182,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349,Monday,6,2016,Jun-2016,Summer,0,0,94.5,80.2,85.4,101.3,85.2,91.8,73.1,68.2,0.16,100,12.5,rain,0.0,0.0,29.8,8.6,272.5,1017.1,17.0,9.7,286.2,24.6,9.0,06:23:23,20:25:56,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-28,0,3,25,38,0,0,54,234,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,Tuesday,6,2016,Jun-2016,Summer,0,0,96.8,73.6,81.9,105.4,73.6,85.9,72.9,75.9,0.68,100,25.0,rain,0.0,0.0,36.7,21.4,279.2,1015.5,27.1,9.0,258.7,22.4,8.0,06:23:43,20:25:59,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-29,0,5,20,36,0,0,45,175,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,Wednesday,6,2016,Jun-2016,Summer,0,0,93.3,73.6,82.8,101.2,73.6,86.8,72.5,73.6,0.004,100,4.17,rain,0.0,0.0,0.0,7.5,318.7,1013.6,37.9,9.5,193.1,16.7,5.0,06:24:05,20:26:01,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-06-30,0,2,33,38,0,0,63,186,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,373,Thursday,6,2016,Jun-2016,Summer,0,0,93.2,77.1,85.5,98.5,77.1,90.4,71.8,65.8,0.0,0,0.0,none,0.0,0.0,18.3,10.8,14.0,1013.3,26.4,9.9,280.2,24.1,9.0,06:24:27,20:26:01,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-01,0,6,31,23,0,0,62,235,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,Friday,7,2016,Jul-2016,Summer,0,0,93.1,79.4,85.8,102.9,79.4,92.6,73.5,67.9,0.0,0,0.0,none,0.0,0.0,16.1,11.3,83.8,1014.9,23.0,9.9,264.0,22.6,8.0,06:24:50,20:26:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-02,0,3,29,36,0,0,41,172,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,317,Saturday,7,2016,Jul-2016,Summer,0,1,96.4,80.2,87.1,103.5,84.9,93.9,72.9,64.8,0.0,0,0.0,none,0.0,0.0,19.7,11.7,137.1,1015.4,22.1,9.5,214.4,18.5,6.0,06:25:14,20:25:58,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-03,0,2,25,42,0,0,53,151,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,309,Sunday,7,2016,Jul-2016,Summer,0,1,96.3,80.4,86.8,105.0,85.8,94.3,73.9,67.3,0.0,0,0.0,none,0.0,0.0,24.1,18.6,131.1,1014.2,20.6,9.8,301.1,25.9,9.0,06:25:39,20:25:55,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-04,0,3,30,60,0,0,49,143,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,328,Monday,7,2016,Jul-2016,Summer,1,0,94.9,82.3,87.1,105.1,89.7,95.8,74.8,68.2,0.0,0,0.0,none,0.0,0.0,22.3,15.7,126.9,1014.4,28.4,9.3,257.4,22.2,8.0,06:26:04,20:25:50,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-05,0,2,28,38,0,0,60,181,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,Tuesday,7,2016,Jul-2016,Summer,0,0,96.4,80.9,87.0,103.1,87.8,95.4,74.8,69.3,0.0,0,0.0,none,0.0,0.0,22.6,15.7,126.1,1015.2,40.5,8.7,209.1,17.9,6.0,06:26:31,20:25:43,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-06,0,4,25,36,0,0,55,165,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,Wednesday,7,2016,Jul-2016,Summer,0,0,94.8,80.6,86.8,102.9,86.4,94.2,73.8,67.6,0.0,0,0.0,none,0.0,0.0,23.0,13.3,123.6,1015.5,24.6,9.2,192.1,16.7,6.0,06:26:58,20:25:35,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-07,0,4,31,33,0,0,39,177,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,Thursday,7,2016,Jul-2016,Summer,0,0,94.8,80.6,86.6,103.0,87.1,94.9,74.9,70.0,0.0,0,0.0,none,0.0,0.0,26.6,17.8,115.7,1014.7,29.0,9.3,241.9,20.7,7.0,06:27:26,20:25:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-08,0,4,21,30,0,0,40,228,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,Friday,7,2016,Jul-2016,Summer,0,0,96.6,80.4,86.8,103.8,86.0,94.2,74.0,67.9,0.0,0,0.0,none,0.0,0.0,24.3,16.6,118.5,1015.4,22.8,8.8,290.9,25.3,8.0,06:27:54,20:25:15,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-09,0,3,26,52,0,0,48,158,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,326,Saturday,7,2016,Jul-2016,Summer,0,1,97.9,80.3,87.1,107.2,85.6,94.8,74.1,67.2,0.013,100,4.17,rain,0.0,0.0,23.6,19.5,114.1,1016.2,85.9,8.8,296.0,25.5,9.0,06:28:23,20:25:03,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-10,0,0,39,51,0,0,49,128,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,302,Sunday,7,2016,Jul-2016,Summer,0,1,94.8,80.6,85.8,100.9,86.4,92.8,73.9,69.9,0.0,0,0.0,none,0.0,0.0,26.1,12.9,131.9,1014.6,96.4,6.6,224.3,19.3,7.0,06:28:53,20:24:49,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-11,0,3,40,41,0,0,59,188,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,390,Monday,7,2016,Jul-2016,Summer,0,0,95.0,80.7,86.1,98.9,86.5,92.2,72.8,66.9,0.0,0,0.0,none,0.0,0.0,26.2,22.3,107.6,1013.9,90.6,6.9,299.7,25.7,9.0,06:29:23,20:24:34,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-12,0,3,27,35,0,0,49,164,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,Tuesday,7,2016,Jul-2016,Summer,0,0,95.1,80.5,86.5,101.9,86.0,93.5,73.6,67.6,0.0,0,0.0,none,0.0,0.0,26.6,13.6,83.3,1014.3,91.2,9.3,258.8,22.3,9.0,06:29:54,20:24:18,0.27,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-13,0,1,30,30,0,0,49,194,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349,Wednesday,7,2016,Jul-2016,Summer,0,0,95.2,80.7,87.2,103.6,87.3,95.2,74.5,68.1,0.0,0,0.0,none,0.0,0.0,25.3,13.6,92.4,1016.0,60.2,9.5,175.8,15.3,5.0,06:30:25,20:24:00,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-14,0,2,32,26,0,0,56,187,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339,Thursday,7,2016,Jul-2016,Summer,0,0,96.7,80.4,87.1,103.5,86.0,94.2,73.6,66.8,0.0,0,0.0,none,0.0,0.0,21.9,12.3,130.4,1015.8,20.9,8.7,211.3,18.4,7.0,06:30:56,20:23:40,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-15,0,2,28,43,0,0,60,199,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,358,Friday,7,2016,Jul-2016,Summer,0,0,100.0,80.3,87.8,104.6,85.6,94.1,72.4,64.0,0.0,0,0.0,none,0.0,0.0,23.0,12.5,249.6,1015.3,20.1,7.5,174.0,15.0,5.0,06:31:29,20:23:19,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-16,0,2,26,37,0,0,52,179,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,345,Saturday,7,2016,Jul-2016,Summer,0,1,96.3,78.7,86.5,100.6,78.7,91.8,71.9,64.7,0.0,0,0.0,none,0.0,0.0,21.9,13.0,76.3,1015.4,26.3,9.7,254.5,22.1,8.0,06:32:01,20:22:57,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-17,0,9,36,53,0,0,39,146,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,334,Sunday,7,2016,Jul-2016,Summer,0,1,94.7,80.2,85.2,103.0,84.7,91.5,73.0,68.1,0.121,100,4.17,rain,0.0,0.0,22.8,12.0,82.3,1016.9,25.6,9.6,254.0,21.8,8.0,06:32:34,20:22:33,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-18,0,4,28,22,0,0,52,190,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,Monday,7,2016,Jul-2016,Summer,0,0,94.6,78.9,84.4,101.4,78.9,91.1,74.2,72.7,0.05,100,16.67,rain,0.0,0.0,28.9,0.9,19.2,1019.1,29.7,9.8,177.6,15.3,6.0,06:33:07,20:22:08,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
2016-07-19,0,4,14,33,0,0,46,174,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,Tuesday,7,2016,Jul-2016,Summer,0,0,89.9,76.8,84.0,100.5,76.8,91.0,74.7,74.3,0.895,100,16.67,rain,0.0,0.0,39.1,9.2,30.2,1019.5,33.1,9.4,184.0,16.0,5.0,06:33:41,20:21:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
